CreditScore,JobTenure,EmploymentStatus,TotalLiabilities,PaymentHistory,TotalAssets,LoanAmount,BankruptcyHistory,SavingsAccountBalance,InterestRate,DebtToIncomeRatio,HomeOwnershipStatus,CheckingAccountBalance,AnnualIncome,CreditCardUtilizationRate,NumberOfCreditInquiries,EducationLevel,MaritalStatus,NumberOfDependents,PreviousLoanDefaults,MonthlyDebtPayments,Age,LengthOfCreditHistory,UtilityBillsPaymentHistory,NetWorth,NumberOfOpenCreditLines,LoanApproved,LoanDuration,LoanPurpose
643,6,Employed,9951,14,73236,7849.0,0,6219,0.1551778951581438,0.3811315259949068,Mortgage,3938,132595.0,0.115807533106421,0,Associate,Married,1,0,216,61,19,0.6315296353716826,63285,3,1,48.0,Home
501,6,Employed,18157,30,131248,41451.0,0,8210,0.3494994197973715,0.2093190803670297,Rent,949,35326.0,0.3743558906877723,3,Bachelor,Married,5,0,556,33,1,0.6805398410521003,113091,2,0,60.0,Home
575,6,Employed,59014,23,424914,31376.0,0,6419,0.2477565392421388,0.067210125955893,Other,1206,19220.0,0.1103501077301938,0,High School,Single,0,0,806,38,2,0.8655371946660678,365900,7,0,60.0,Debt Consolidation
535,5,Employed,14483,27,95321,38466.0,0,2968,0.3013574196420766,0.6111846316193099,Other,840,82424.0,0.0749721687568389,0,Associate,Married,3,0,280,48,14,0.6256832658630955,80838,5,0,72.0,Debt Consolidation
494,8,Employed,28617,21,28222,9837.0,0,7349,0.2142696,0.120190602207013,Mortgage,543,76598.0,0.0570943468392946,0,Bachelor,Married,3,0,289,42,20,0.948663307577105,4145,3,1,60.0,Debt Consolidation
579,5,Employed,16030,22,207677,22816.0,0,1056,0.2112345285894739,0.4211427425648541,Rent,5277,83100.0,0.2551441182020115,3,Bachelor,Single,0,1,766,43,4,0.7368732345032966,191647,8,0,36.0,Education
595,7,Employed,10250,25,113375,20223.0,0,1311,0.2230936319994841,0.2224146112251789,Mortgage,15030,105376.0,0.2020604615182414,1,Doctorate,Divorced,1,1,283,38,22,0.6645407385159774,103125,5,1,48.0,Auto
578,4,Employed,19147,24,46033,28876.0,0,3455,0.2229584190318322,0.389237685912734,Own,824,103964.0,0.4924233380255132,2,High School,Single,4,0,396,46,4,0.8359163079786013,26886,5,0,12.0,Home
557,7,Self-Employed,40180,27,11540,16615.0,0,1309,0.2681381044161157,0.0945248667228143,Rent,356,75989.0,0.1943589795546756,0,Master,Married,1,0,861,42,13,0.783843339239664,7773,0,0,60.0,Debt Consolidation
488,5,Employed,43436,31,44869,54177.0,1,2482,0.2441416,0.6430243157946582,Other,2071,121765.0,0.4242483056757621,0,Bachelor,Married,1,0,539,35,18,0.7488776462899113,1433,3,0,48.0,Debt Consolidation
578,5,Self-Employed,25560,23,6451,27314.0,0,1223,0.2173687439844184,0.3295675469195078,Mortgage,2761,150823.0,0.3475708152527449,0,Master,Single,2,0,1053,35,14,0.8677207648981543,7804,5,1,48.0,Debt Consolidation
520,1,Employed,31726,26,43417,8732.0,0,4767,0.2246869638705582,0.2751250756031598,Rent,2164,135353.0,0.4846888068842097,2,High School,Single,0,0,564,53,19,0.9272983045270866,11691,1,1,60.0,Home
484,7,Employed,13464,28,6639,47968.0,0,362,0.2971750568148234,0.3679333063855945,Rent,1258,135335.0,0.5047868490111914,0,High School,Single,4,0,405,52,25,0.8851732769055718,4966,2,0,84.0,Auto
556,5,Employed,41257,18,191833,16648.0,0,5397,0.2424925867239035,0.1372257493384241,Mortgage,1095,38228.0,0.2899325581946287,0,Associate,Single,3,0,287,46,11,0.7810687336250758,150576,1,0,48.0,Home
539,5,Self-Employed,6598,20,30319,8838.0,0,2163,0.2226709532001239,0.1773527083434789,Other,819,53385.0,0.0428924146877148,1,Associate,Married,0,0,657,34,7,0.7635811270317433,23721,4,0,24.0,Debt Consolidation
533,8,Self-Employed,33916,17,31331,21426.0,0,4611,0.2409577099196807,0.1581090139670198,Mortgage,869,41645.0,0.0628538716147751,3,Bachelor,Married,3,0,250,44,1,0.9011087586763896,1044,4,0,24.0,Home
457,4,Employed,68699,19,48819,47200.0,0,4237,0.2993314321974248,0.4349424115426524,Mortgage,1854,75604.0,0.152085565261296,2,Bachelor,Married,5,0,921,18,12,0.7186251563630432,6536,0,0,48.0,Education
506,8,Employed,19129,27,38054,18300.0,0,3905,0.251228477721423,0.175198166911124,Mortgage,872,48033.0,0.2113672022289408,2,Master,Divorced,2,0,608,44,15,0.7181405804161175,18925,4,0,60.0,Education
555,4,Employed,76577,19,157749,47795.0,0,840,0.2534741417542575,0.5733945375308696,Other,1085,39676.0,0.3465198640320265,1,Master,Single,1,0,199,33,4,0.5835994945074672,81172,2,0,60.0,Home
629,7,Unemployed,24302,26,63327,45764.0,0,543,0.2361785995915835,0.4009250940707278,Mortgage,1194,58583.0,0.4832771012042554,1,Associate,Married,1,0,347,53,21,0.7518642289544243,39025,2,0,24.0,Debt Consolidation
683,5,Employed,10297,24,55631,13545.0,0,8262,0.151430130239023,0.3375396041084066,Own,632,15692.0,0.4307928575916164,1,Doctorate,Divorced,0,0,443,58,12,0.7213588019482661,45334,2,0,48.0,Home
663,2,Unemployed,27773,25,35018,17990.0,0,1771,0.2142684263071946,0.229586304099265,Rent,362,97523.0,0.4830371642717967,2,Bachelor,Married,3,0,232,43,18,0.6625414256581044,7245,1,0,60.0,Auto
605,4,Employed,42813,29,65448,21126.0,0,1484,0.1945861305285817,0.1453688427101755,Rent,3116,48914.0,0.211954272687795,0,Associate,Married,0,0,181,48,17,0.8138531327826363,22635,3,1,72.0,Debt Consolidation
595,6,Employed,55399,29,15474,38584.0,0,2380,0.253410246268379,0.4626600038931756,Rent,1517,84061.0,0.174155187629332,1,Bachelor,Single,2,0,417,45,16,0.9225476720975244,6684,4,0,72.0,Education
504,11,Employed,36109,34,94795,13681.0,0,947,0.2705112295646973,0.4040081148738734,Mortgage,597,15000.0,0.1909568861755056,0,High School,Married,1,0,440,30,22,0.6200072600901745,58686,3,0,84.0,Debt Consolidation
652,3,Employed,13008,27,12729,15330.0,0,1217,0.1852726125012609,0.0672171748394763,Mortgage,1632,91002.0,0.3433999701432709,0,Bachelor,Single,0,0,439,54,28,0.8234052715907937,3063,2,1,48.0,Home
577,3,Employed,5343,21,51389,16251.0,1,8890,0.2244350569606006,0.3872180620300268,Rent,3592,34126.0,0.4217727895513441,1,Master,Married,0,0,267,42,16,0.5220554954448011,46046,3,0,12.0,Home
609,2,Employed,3831,15,29467,17059.0,0,1691,0.2141317348843643,0.0780956228623074,Own,721,44928.0,0.6697628350146507,1,Bachelor,Divorced,1,0,178,51,18,0.7207647607440844,25636,4,0,48.0,Debt Consolidation
527,1,Employed,38738,29,53475,20360.0,0,2061,0.2500652560143899,0.497806600068082,Rent,533,37992.0,0.3658412940882813,2,High School,Single,1,0,345,41,10,0.7797396935718691,14737,1,0,36.0,Home
539,2,Self-Employed,4637,22,37993,28870.0,1,9518,0.2575559868388047,0.5099579286922589,Mortgage,1581,45155.0,0.4541459889332074,3,Master,Married,0,0,287,30,18,0.9811829128289666,33356,1,0,36.0,Home
582,4,Unemployed,18697,29,39295,47200.0,0,1176,0.2488746208197357,0.2255701896547195,Rent,392,32695.0,0.5656795061936585,1,Master,Divorced,1,1,304,34,12,0.460813571495177,20598,3,0,72.0,Education
603,5,Unemployed,9796,29,84846,39882.0,0,33679,0.251452282800386,0.2102606331831845,Mortgage,239,20128.0,0.3662466012436874,2,High School,Single,1,0,257,54,25,0.6320151678302113,75050,4,0,36.0,Home
595,3,Employed,10326,21,106469,32380.0,0,8685,0.2382475795737695,0.2865885674982574,Rent,4910,21583.0,0.1403573202604739,2,High School,Married,1,0,343,37,5,0.9233926648095636,96143,7,0,48.0,Home
597,7,Employed,9443,27,162331,18470.0,0,3090,0.1703987924116846,0.1701380289927249,Mortgage,390,34815.0,0.1842197231883605,1,Associate,Married,1,0,304,30,5,0.8418030782033725,152888,0,0,12.0,Debt Consolidation
565,4,Employed,12686,21,65924,12003.0,0,4524,0.2476413383706257,0.2438161015391316,Mortgage,1120,87487.0,0.3809675023746448,0,High School,Divorced,2,0,321,45,19,0.7754178188785865,53238,4,1,60.0,Debt Consolidation
604,4,Employed,7715,20,233727,15368.0,0,675,0.2538935128710883,0.2974320150894619,Own,229,94929.0,0.3067258380854306,0,Associate,Widowed,0,0,691,45,9,0.770504622644957,226012,2,1,72.0,Home
539,1,Unemployed,13776,30,26717,18847.0,0,15220,0.2546096927526111,0.2487740106768689,Mortgage,6725,78935.0,0.1949818388328204,2,High School,Married,1,0,717,24,5,0.8931024050370663,12941,1,0,60.0,Home
577,4,Employed,15272,22,56930,21095.0,0,2047,0.2233422035936972,0.5523338935974184,Mortgage,1051,120883.0,0.1691452036660633,0,Bachelor,Married,1,0,541,49,8,0.6422548190771873,41658,4,1,24.0,Debt Consolidation
560,1,Employed,12996,31,120299,29207.0,0,9012,0.2302943114912384,0.4406400660290006,Mortgage,169,33242.0,0.6822210578617225,2,Master,Widowed,0,0,252,45,15,0.7931790745484808,107303,2,0,48.0,Other
534,4,Unemployed,18031,10,36595,42292.0,0,2159,0.2839120634098176,0.4177573186544663,Rent,1985,25278.0,0.4682299614728931,0,Associate,Single,2,0,582,31,24,0.930728226673714,18564,2,0,60.0,Auto
565,3,Employed,48830,18,71795,21977.0,0,4814,0.3253620947020641,0.2564465919111918,Mortgage,875,102889.0,0.2002818285092954,2,High School,Single,3,0,154,65,3,0.7469609090590116,22965,1,0,96.0,Auto
640,4,Employed,39243,20,372786,15212.0,0,1016,0.1597236947795146,0.2724832248158916,Rent,860,22774.0,0.2185930053996172,2,Bachelor,Married,1,0,428,50,29,0.8323323458093222,333543,1,0,12.0,Auto
584,2,Employed,56856,35,122216,41244.0,0,1410,0.2734051614221688,0.2696579098878591,Mortgage,1324,60707.0,0.3248256716475465,1,High School,Married,4,1,769,36,27,0.8348387111956604,65360,6,0,36.0,Auto
632,5,Employed,21189,27,22945,25975.0,0,1399,0.2019758105633297,0.2509224937775829,Rent,630,74582.0,0.615092892417989,2,Bachelor,Married,2,1,258,45,13,0.8276583269407181,1756,1,0,24.0,Auto
452,2,Employed,11633,19,37129,35714.0,0,3739,0.3198067139248298,0.466167748074119,Mortgage,2793,27506.0,0.5831618792255517,1,High School,Single,0,0,1328,29,2,0.8361347503887502,25496,3,0,36.0,Other
413,6,Employed,7262,21,68431,24917.0,0,1230,0.4063893037533583,0.3948610237536731,Own,725,44932.0,0.2550260590951029,0,Bachelor,Married,2,0,511,25,2,0.7719146371389709,61169,3,0,120.0,Home
630,4,Employed,8715,27,74405,26225.0,0,1640,0.1764498754793484,0.260068768805783,Rent,2623,24203.0,0.4277280773329979,2,High School,Married,2,1,316,62,3,0.9334860178077188,65690,4,0,24.0,Other
583,3,Employed,34417,27,41888,54428.0,0,3856,0.3636879634944042,0.5376996722870557,Mortgage,58,101743.0,0.3068583992125714,1,Bachelor,Married,0,1,849,37,12,0.7431031875786116,7471,4,0,108.0,Education
514,5,Employed,43351,27,79499,26796.0,0,2839,0.3100860330501515,0.3181314275556236,Mortgage,936,15000.0,0.0611195397836455,1,Bachelor,Married,2,1,206,35,4,0.6694671241605468,36148,7,0,96.0,Auto
596,5,Self-Employed,35792,26,65331,16650.0,0,1254,0.2160009778261402,0.163727448181939,Rent,3152,33873.0,0.4846510493376502,1,Bachelor,Married,0,0,231,33,4,0.7395843717749023,29539,1,0,12.0,Auto
467,3,Unemployed,34087,22,38806,16675.0,0,8529,0.2656009692114331,0.4183069857405002,Rent,7808,32204.0,0.1679262961160447,1,Bachelor,Single,2,0,777,29,2,0.7587212737463561,4719,3,0,60.0,Other
622,4,Self-Employed,3852,20,96902,23962.0,0,11338,0.2067773138615017,0.048644752912224,Other,845,54152.0,0.5604358912177967,1,High School,Married,4,0,327,50,26,0.9056395050322424,93050,1,0,36.0,Debt Consolidation
561,3,Employed,5185,25,172170,20969.0,0,1937,0.2462123733968699,0.213278562505537,Mortgage,336,18598.0,0.1646614441374116,0,Associate,Single,0,0,452,18,15,0.775779278497989,166985,9,0,24.0,Education
593,5,Employed,37200,25,409716,13112.0,0,197,0.2139387956953097,0.3169078647654652,Rent,2210,36091.0,0.2327466221217565,0,Bachelor,Single,0,0,529,25,25,0.9348216011073202,372516,3,1,60.0,Other
650,4,Employed,10889,25,58419,22165.0,0,56949,0.1775678070078216,0.1135976543312012,Mortgage,1470,23392.0,0.4716593066584043,1,Bachelor,Married,1,0,1103,41,24,0.8646793749554993,47530,5,0,24.0,Auto
475,4,Self-Employed,4961,13,51201,30196.0,0,4853,0.2221568,0.5296566535152217,Mortgage,1121,24431.0,0.0650907388736892,0,Bachelor,Widowed,1,0,664,27,17,0.6595873896825306,46240,2,0,36.0,Auto
626,4,Employed,13217,19,39222,47675.0,0,7056,0.2215568061370083,0.4941497286632448,Own,2634,27474.0,0.2281270461910072,2,Bachelor,Divorced,5,0,249,39,10,0.7949371795868004,26005,5,0,48.0,Home
615,3,Employed,12748,21,211940,47271.0,0,2222,0.2857413900307608,0.5332222724587384,Mortgage,1176,37698.0,0.5968829790684413,1,High School,Married,0,0,495,62,6,0.9287120920425834,199192,6,0,72.0,Home
603,7,Employed,19139,19,32602,23903.0,0,1413,0.1944563303931026,0.3798375097573355,Other,224,28536.0,0.2748295924089243,2,High School,Married,0,0,213,48,17,0.7136706588838293,13463,4,0,72.0,Debt Consolidation
570,6,Employed,22018,28,20192,20073.0,0,12505,0.2462966735183641,0.2886722321887132,Mortgage,187,72112.0,0.2113827577519775,0,Associate,Single,1,1,543,47,12,0.9296968102420624,1784,2,0,36.0,Auto
618,5,Employed,77334,36,136994,55873.0,0,1012,0.2050511447127635,0.2267000198602773,Mortgage,982,41084.0,0.062075869253529,1,Associate,Married,4,0,207,46,11,0.9598746274323882,59660,2,0,24.0,Education
532,5,Employed,54662,26,43143,32659.0,0,10629,0.2630200010912924,0.2268974961721153,Rent,2830,28396.0,0.0284342310289751,0,Associate,Married,2,1,720,45,1,0.8208902844346646,8949,5,0,60.0,Home
585,2,Employed,38522,29,106869,13997.0,0,612,0.2521154511804748,0.340469204532759,Rent,1148,36568.0,0.1621697606307158,2,Bachelor,Married,1,0,409,38,8,0.7795635329970731,68347,1,0,108.0,Other
650,5,Employed,18731,24,31244,15241.0,0,6085,0.1797875706815044,0.083016652740097,Rent,10404,100647.0,0.0654126338554621,0,Bachelor,Married,5,0,662,46,28,0.7489143667513265,12513,4,1,48.0,Auto
552,4,Employed,31640,25,12644,36165.0,0,2289,0.2906307038014674,0.0727134229194475,Mortgage,1826,33640.0,0.4992230014214003,1,High School,Married,1,0,524,37,29,0.8417662163098714,5929,2,0,36.0,Home
601,5,Employed,37591,19,56511,16025.0,0,1877,0.1818518284788319,0.1008310791390366,Rent,1350,82398.0,0.4985159216706407,2,High School,Married,3,0,432,42,16,0.9391790039516702,18920,3,1,24.0,Auto
500,7,Employed,19463,25,167834,16360.0,0,893,0.2453305697287283,0.2117049455667074,Own,1475,49821.0,0.612491841481229,0,Master,Single,0,0,320,38,18,0.5464475245112864,148371,3,0,12.0,Education
551,2,Employed,148333,22,1153531,26520.0,0,725,0.1990764595505896,0.0386631693119601,Own,1231,98285.0,0.1889192284804576,4,Bachelor,Divorced,1,1,216,55,4,0.9109159974635352,1005198,1,1,48.0,Education
564,5,Employed,26168,24,40663,29653.0,0,1165,0.2585244655511469,0.3534378719376904,Rent,1430,36297.0,0.2280712160735377,2,Bachelor,Single,3,0,212,29,15,0.9355290575192532,14495,4,0,60.0,Auto
616,8,Employed,31080,15,48007,11376.0,0,4934,0.2258556884942179,0.213433445986712,Mortgage,207,33931.0,0.1446971343801434,2,Associate,Married,0,0,399,49,25,0.7548424002023717,16927,8,0,72.0,Education
609,9,Self-Employed,94079,17,85004,32857.0,0,2473,0.2295761009294806,0.118157224398543,Mortgage,2139,40247.0,0.1666649599938196,0,Bachelor,Married,0,0,276,39,18,0.8744870572403725,8670,4,0,36.0,Home
548,7,Employed,3552,17,15885,6704.0,0,1620,0.1839168377190848,0.1975118077070757,Own,2074,42059.0,0.0533905146963951,1,High School,Divorced,0,0,469,44,5,0.8700493252612964,12333,1,0,36.0,Auto
624,5,Employed,3110,20,42868,25157.0,0,1354,0.24488425108564,0.409729392231938,Mortgage,3376,81996.0,0.1917088267717352,1,Associate,Single,4,0,367,36,1,0.8100980442231993,39758,1,0,48.0,Home
630,4,Employed,20082,31,243333,26994.0,0,725,0.2182775133238921,0.1236749944948454,Mortgage,746,26472.0,0.4883408155331618,0,Master,Divorced,3,0,697,39,19,0.8188011812397807,223251,2,0,60.0,Debt Consolidation
564,2,Self-Employed,12432,24,593233,27734.0,0,1189,0.2224218607723515,0.3376237783751304,Rent,202,31372.0,0.0983323044198095,1,High School,Married,1,1,954,35,29,0.8222874846930117,580801,4,0,36.0,Home
626,9,Employed,46945,22,24159,6599.0,0,2948,0.2551490426479874,0.152558040300778,Mortgage,1928,55488.0,0.1694340121688032,1,High School,Single,3,0,481,48,7,0.8358112453160587,9683,5,0,96.0,Other
525,7,Employed,15854,26,12659,23463.0,0,12632,0.2363696598716696,0.0949470171475327,Own,27,32484.0,0.0226221481043125,0,High School,Married,1,0,286,18,17,0.7908933362935261,9083,2,0,60.0,Auto
607,4,Employed,14504,26,167300,30795.0,1,1019,0.2449910999975996,0.7195241163529641,Other,7160,55919.0,0.4509411656404078,1,Master,Single,4,0,1388,56,25,0.6909468599453741,152796,6,0,48.0,Auto
540,1,Employed,13864,26,93829,16727.0,0,12991,0.212906567213283,0.3729083591350688,Mortgage,3110,16823.0,0.4529221818736839,0,Associate,Single,0,0,344,51,25,0.7732277039581179,79965,2,0,24.0,Debt Consolidation
558,3,Employed,12872,24,8574,19522.0,0,1110,0.2504328808476001,0.3430954168599054,Own,1832,148638.0,0.5886289857930023,2,Master,Widowed,0,0,615,53,7,0.7539687084184846,9094,3,1,48.0,Home
566,4,Employed,15770,21,179220,10856.0,0,14882,0.2483334659399071,0.1519518695001523,Rent,784,35182.0,0.1271969947135798,1,Associate,Married,0,0,312,36,11,0.7965767590380144,163450,4,0,60.0,Education
571,2,Employed,6697,24,525685,18597.0,0,14557,0.2509774641236946,0.5882874601085062,Rent,3399,46989.0,0.6449081018044351,0,High School,Married,0,0,434,22,21,0.7240325041800785,518988,5,1,60.0,Debt Consolidation
554,0,Employed,17369,16,18668,14727.0,0,2215,0.2490181791519476,0.3356569077910701,Rent,10924,53353.0,0.2316545061285091,1,Associate,Single,1,0,189,54,13,0.6062365383597119,1299,2,0,48.0,Other
584,2,Employed,74792,27,911564,10871.0,0,2449,0.1745380668734633,0.1840368417665147,Mortgage,504,30768.0,0.403285546382594,3,Bachelor,Married,3,0,117,39,4,0.7779849014743843,836772,5,1,12.0,Auto
578,4,Employed,88031,31,61018,12967.0,0,242,0.2005635912827276,0.302193583218014,Mortgage,680,90614.0,0.3513943600250158,0,High School,Single,0,0,447,18,13,0.7219235700054474,1247,2,1,36.0,Debt Consolidation
561,3,Employed,24234,13,208583,28564.0,0,2754,0.2043746508091109,0.5090991092146575,Mortgage,9965,31692.0,0.0773857853229073,1,High School,Divorced,0,0,378,39,8,0.7963522756245528,184349,3,0,36.0,Auto
554,3,Employed,16656,24,36659,19231.0,0,7266,0.226862565776415,0.1012914343550576,Other,79,138747.0,0.1948864694112298,4,Bachelor,Married,3,0,325,52,16,0.7673924773318637,20003,3,1,60.0,Home
593,5,Employed,18518,20,43141,22941.0,0,5288,0.2141635847720252,0.1557346068108422,Own,180,16528.0,0.1596194430757517,0,Bachelor,Single,1,0,426,29,15,0.8525812302893224,24623,2,0,36.0,Debt Consolidation
604,5,Employed,13038,21,59254,14534.0,0,2556,0.2386714857312777,0.1012903306391127,Own,307,64371.0,0.2563163636569814,2,High School,Married,1,0,232,31,3,0.6001341006786078,46216,2,0,48.0,Home
653,5,Employed,29535,24,72806,9823.0,0,270,0.1865338523902905,0.4368768935880526,Mortgage,404,52831.0,0.2228802946362756,0,Bachelor,Widowed,1,0,629,40,24,0.7247331952589516,43271,4,1,36.0,Other
662,3,Self-Employed,6367,18,24306,13923.0,0,1495,0.187733292255355,0.3053701661259775,Rent,12317,32195.0,0.0376423158554155,1,Bachelor,Single,0,1,575,56,24,0.8800083994843617,17939,2,0,60.0,Debt Consolidation
472,1,Employed,20084,27,22172,31990.0,0,11754,0.3325893200448405,0.1264628873651131,Mortgage,2781,49098.0,0.2929852555840478,1,Associate,Married,3,1,352,46,24,0.8471082963933592,2088,2,0,72.0,Debt Consolidation
576,8,Employed,75483,24,35345,54498.0,0,1671,0.2519216601308232,0.2957537505059012,Rent,2380,51011.0,0.2410807029064889,1,Associate,Single,2,0,316,40,5,0.9316590750941054,2825,1,0,36.0,Debt Consolidation
589,6,Employed,8575,17,19185,19006.0,0,16927,0.2613747340666151,0.3199382412463331,Other,2258,108774.0,0.5300482586346388,1,Doctorate,Single,2,0,201,40,3,0.8543967410879342,10610,4,1,60.0,Home
690,3,Unemployed,14269,39,50652,25143.0,0,38635,0.1832711876935525,0.347063594224905,Mortgage,260,104402.0,0.0552740788258581,3,Master,Widowed,1,0,361,61,23,0.9188779428423028,36383,7,1,60.0,Debt Consolidation
643,5,Employed,8810,24,37853,19845.0,0,2296,0.2066728064723751,0.1243905460033083,Mortgage,377,21728.0,0.1525812543766196,0,Bachelor,Single,0,0,191,61,9,0.8842654129836244,29043,4,0,48.0,Education
593,4,Employed,11990,21,25523,21192.0,0,2220,0.2024521352873031,0.4042377510784046,Rent,1582,25122.0,0.1089563709043791,2,Associate,Married,1,0,297,47,2,0.7533511598890102,13533,2,0,36.0,Debt Consolidation
537,6,Employed,11042,16,140744,21350.0,0,6644,0.2459741847811615,0.4689024082459478,Rent,880,67780.0,0.3457292953420711,2,Associate,Married,4,0,143,22,12,0.8650855695030533,129702,3,0,60.0,Debt Consolidation
568,5,Employed,49478,27,17176,37005.0,0,2737,0.2105802915833245,0.3108032743611827,Own,2700,52656.0,0.2176634124882231,2,Master,Married,0,0,601,25,9,0.6599440531482936,6046,1,0,48.0,Other
509,6,Employed,39460,25,16785,47083.0,0,10600,0.3067497425496572,0.2098754253952606,Own,452,56633.0,0.2991775686363517,1,Bachelor,Married,2,0,597,35,7,0.8725787125916808,10059,3,0,60.0,Auto
633,4,Employed,19842,34,49515,14760.0,0,960,0.2598011997637553,0.3253240085615208,Rent,2508,40966.0,0.3627198662075058,1,Master,Married,1,0,276,42,10,0.6134798356002101,29673,1,0,120.0,Auto
620,5,Employed,18248,24,63724,32701.0,0,2010,0.1710470760095711,0.5185387256553048,Mortgage,975,56203.0,0.1050258707353333,1,High School,Divorced,1,0,664,51,27,0.9213367728971968,45476,2,0,36.0,Auto
